,Loan_ID,Interest_Rate
176,10164486,2
177,10164487,3
178,10164488,1
179,10164489,2
180,10164490,3
181,10164491,3
182,10164492,2
183,10164493,1
184,10164494,3
185,10164495,2
186,10164496,2
187,10164497,3
188,10164498,2
189,10164499,2
190,10164500,3
191,10164501,3
192,10164502,3
193,10164503,2
194,10164504,3
195,10164505,3
196,10164506,2
197,10164507,2
198,10164508,3
199,10164509,2
200,10164510,3
201,10164511,2
202,10164512,3
203,10164513,2
204,10164514,1
205,10164515,3
206,10164516,2
207,10164517,1
208,10164518,1
209,10164519,1
210,10164520,1
211,10164521,2
212,10164522,2
213,10164523,3
214,10164524,3
215,10164525,1
216,10164526,3
217,10164527,3
218,10164528,2
219,10164529,2
220,10164530,2
221,10164531,1
222,10164532,3
223,10164533,2
224,10164534,1
225,10164535,2
226,10164536,2
227,10164537,3
228,10164538,2
229,10164539,3
230,10164540,2
231,10164541,1
232,10164542,2
233,10164543,3
234,10164544,3
235,10164545,2
236,10164546,3
237,10164547,2
238,10164548,2
239,10164549,2
240,10164550,2
241,10164551,2
242,10164552,2
243,10164553,3
244,10164554,2
245,10164555,1
246,10164556,1
247,10164557,3
248,10164558,3
249,10164559,3
250,10164560,3
251,10164561,3
252,10164562,1
253,10164563,3
254,10164564,3
255,10164565,3
256,10164566,1
257,10164567,3
258,10164568,1
259,10164569,2
260,10164570,2
261,10164571,1
262,10164572,3
263,10164573,3
264,10164574,3
265,10164575,3
266,10164576,3
267,10164577,3
268,10164578,3
269,10164579,3
270,10164580,1
271,10164581,1
272,10164582,1
273,10164583,2
274,10164584,3
275,10164585,2
276,10164586,2
277,10164587,3
278,10164588,2
279,10164589,2
280,10164590,1
281,10164591,1
282,10164592,2
283,10164593,2
284,10164594,2
285,10164595,1
286,10164596,3
287,10164597,3
288,10164598,3
289,10164599,3
290,10164600,2
291,10164601,2
292,10164602,2
293,10164603,1
294,10164604,2
295,10164605,3
296,10164606,1
297,10164607,3
298,10164608,1
299,10164609,1
300,10164610,3
301,10164611,3
302,10164612,2
303,10164613,1
304,10164614,3
305,10164615,2
306,10164616,2
307,10164617,2
308,10164618,2
309,10164619,2
310,10164620,2
311,10164621,2
312,10164622,3
313,10164623,2
314,10164624,3
315,10164625,3
316,10164626,2
317,10164627,2
318,10164628,3
319,10164629,3
320,10164630,2
321,10164631,2
322,10164632,1
323,10164633,3
324,10164634,2
325,10164635,3
326,10164636,3
327,10164637,1
328,10164638,2
329,10164639,2
330,10164640,2
331,10164641,1
332,10164642,1
333,10164643,2
334,10164644,3
335,10164645,2
336,10164646,3
337,10164647,1
338,10164648,3
339,10164649,2
340,10164650,2
341,10164651,3
342,10164652,3
343,10164653,3
344,10164654,3
345,10164655,2
346,10164656,3
347,10164657,1
348,10164658,3
349,10164659,3
350,10164660,2
351,10164661,2
352,10164662,3
353,10164663,3
354,10164664,3
355,10164665,2
356,10164666,3
357,10164667,1
358,10164668,1
359,10164669,2
360,10164670,1
361,10164671,2
362,10164672,1
363,10164673,1
364,10164674,2
365,10164675,3
366,10164676,2
367,10164677,1
368,10164678,2
369,10164679,2
370,10164680,1
371,10164681,3
372,10164682,2
373,10164683,3
374,10164684,3
375,10164685,3
376,10164686,2
377,10164687,2
378,10164688,2
379,10164689,2
380,10164690,1
381,10164691,2
382,10164692,3
383,10164693,1
384,10164694,2
385,10164695,3
386,10164696,3
387,10164697,2
388,10164698,2
389,10164699,2
390,10164700,1
391,10164701,3
392,10164702,2
393,10164703,2
394,10164704,3
395,10164705,3
396,10164706,3
397,10164707,2
398,10164708,2
399,10164709,1
400,10164710,2
401,10164711,1
402,10164712,3
403,10164713,3
404,10164714,2
405,10164715,3
406,10164716,3
407,10164717,2
408,10164718,2
409,10164719,2
410,10164720,3
411,10164721,2
412,10164722,2
413,10164723,3
414,10164724,2
415,10164725,2
416,10164726,2
417,10164727,2
418,10164728,2
419,10164729,3
420,10164730,3
421,10164731,1
422,10164732,2
423,10164733,3
424,10164734,2
425,10164735,2
426,10164736,2
427,10164737,3
428,10164738,3
429,10164739,3
430,10164740,3
431,10164741,3
432,10164742,2
433,10164743,3
434,10164744,1
435,10164745,2
436,10164746,2
437,10164747,3
438,10164748,2
439,10164749,2
440,10164750,1
441,10164751,2
442,10164752,3
443,10164753,1
444,10164754,3
445,10164755,1
446,10164756,2
447,10164757,3
448,10164758,2
449,10164759,2
450,10164760,3
451,10164761,3
452,10164762,1
453,10164763,2
454,10164764,2
455,10164765,1
456,10164766,2
457,10164767,3
458,10164768,2
459,10164769,2
460,10164770,1
461,10164771,3
462,10164772,2
463,10164773,3
464,10164774,2
465,10164775,2
466,10164776,3
467,10164777,3
468,10164778,3
469,10164779,3
470,10164780,2
471,10164781,2
472,10164782,2
473,10164783,3
474,10164784,2
475,10164785,3
476,10164786,2
477,10164787,3
478,10164788,2
479,10164789,3
480,10164790,1
481,10164791,1
482,10164792,3
483,10164793,2
484,10164794,3
485,10164795,3
486,10164796,3
487,10164797,1
488,10164798,2
489,10164799,2
490,10164800,3
491,10164801,2
492,10164802,2
493,10164803,2
494,10164804,1
495,10164805,2
496,10164806,3
497,10164807,2
498,10164808,3
499,10164809,2
500,10164810,3
501,10164811,2
502,10164812,2
503,10164813,3
504,10164814,2
505,10164815,2
506,10164816,2
507,10164817,3
508,10164818,1
509,10164819,3
510,10164820,3
511,10164821,1
512,10164822,1
513,10164823,3
514,10164824,3
515,10164825,2
516,10164826,3
517,10164827,2
518,10164828,2
519,10164829,2
520,10164830,1
521,10164831,3
522,10164832,1
523,10164833,3
524,10164834,1
525,10164835,2
526,10164836,1
527,10164837,2
528,10164838,3
529,10164839,2
530,10164840,1
531,10164841,3
532,10164842,1
533,10164843,3
534,10164844,3
535,10164845,3
536,10164846,3
537,10164847,2
538,10164848,3
539,10164849,3
540,10164850,1
541,10164851,3
542,10164852,2
543,10164853,2
544,10164854,3
545,10164855,2
546,10164856,3
547,10164857,3
548,10164858,2
549,10164859,3
550,10164860,3
551,10164861,1
552,10164862,3
553,10164863,3
554,10164864,3
555,10164865,3
556,10164866,2
557,10164867,3
558,10164868,2
559,10164869,3
560,10164870,2
561,10164871,1
562,10164872,3
563,10164873,1
564,10164874,3
565,10164875,1
566,10164876,2
567,10164877,2
568,10164878,3
569,10164879,1
570,10164880,2
571,10164881,1
572,10164882,2
573,10164883,2
574,10164884,1
575,10164885,3
576,10164886,2
577,10164887,1
578,10164888,1
579,10164889,3
580,10164890,3
581,10164891,3
582,10164892,3
583,10164893,2
584,10164894,1
585,10164895,2
586,10164896,3
587,10164897,1
588,10164898,2
589,10164899,2
590,10164900,1
591,10164901,3
592,10164902,2
593,10164903,2
594,10164904,2
595,10164905,2
596,10164906,2
597,10164907,2
598,10164908,3
599,10164909,2
600,10164910,2
601,10164911,3
602,10164912,2
603,10164913,3
604,10164914,3
605,10164915,3
606,10164916,2
607,10164917,1
608,10164918,2
609,10164919,3
610,10164920,1
611,10164921,3
612,10164922,1
613,10164923,2
614,10164924,3
615,10164925,3
616,10164926,2
617,10164927,3
618,10164928,2
619,10164929,1
620,10164930,3
621,10164931,3
622,10164932,2
623,10164933,1
624,10164934,2
625,10164935,3
626,10164936,2
627,10164937,2
628,10164938,3
629,10164939,3
630,10164940,1
631,10164941,1
632,10164942,2
633,10164943,1
634,10164944,1
635,10164945,3
636,10164946,3
637,10164947,3
638,10164948,2
639,10164949,3
640,10164950,3
641,10164951,2
642,10164952,1
643,10164953,1
644,10164954,2
645,10164955,3
646,10164956,2
647,10164957,3
648,10164958,3
649,10164959,2
650,10164960,1
651,10164961,3
652,10164962,2
653,10164963,3
654,10164964,3
655,10164965,2
656,10164966,2
657,10164967,3
658,10164968,3
659,10164969,2
660,10164970,3
661,10164971,1
662,10164972,3
663,10164973,2
664,10164974,3
665,10164975,1
666,10164976,1
667,10164977,2
668,10164978,2
669,10164979,1
670,10164980,1
671,10164981,3
672,10164982,2
673,10164983,2
674,10164984,3
675,10164985,2
676,10164986,3
677,10164987,2
678,10164988,1
679,10164989,1
680,10164990,3
681,10164991,3
682,10164992,2
683,10164993,2
684,10164994,3
685,10164995,3
686,10164996,2
687,10164997,1
688,10164998,1
689,10164999,1
690,10165000,3
691,10165001,1
692,10165002,3
693,10165003,3
694,10165004,3
695,10165005,3
696,10165006,1
697,10165007,3
698,10165008,2
699,10165009,2
700,10165010,1
701,10165011,2
702,10165012,1
703,10165013,2
704,10165014,3
705,10165015,1
706,10165016,2
707,10165017,1
708,10165018,3
709,10165019,2
710,10165020,3
711,10165021,2
712,10165022,1
713,10165023,3
714,10165024,2
715,10165025,1
716,10165026,3
717,10165027,2
718,10165028,3
719,10165029,2
720,10165030,2
721,10165031,2
722,10165032,1
723,10165033,3
724,10165034,1
725,10165035,1
726,10165036,3
727,10165037,3
728,10165038,3
729,10165039,2
730,10165040,1
731,10165041,2
732,10165042,1
733,10165043,1
734,10165044,3
735,10165045,2
736,10165046,3
737,10165047,2
738,10165048,3
739,10165049,3
740,10165050,1
741,10165051,2
742,10165052,3
743,10165053,3
744,10165054,2
745,10165055,2
746,10165056,1
747,10165057,1
748,10165058,2
749,10165059,3
750,10165060,2
751,10165061,2
752,10165062,2
753,10165063,1
754,10165064,2
755,10165065,3
756,10165066,3
757,10165067,3
758,10165068,2
759,10165069,3
760,10165070,3
761,10165071,1
762,10165072,1
763,10165073,2
764,10165074,1
765,10165075,2
766,10165076,2
767,10165077,2
768,10165078,2
769,10165079,3
770,10165080,2
771,10165081,2
772,10165082,2
773,10165083,2
774,10165084,3
775,10165085,3
776,10165086,2
777,10165087,3
778,10165088,1
779,10165089,3
780,10165090,3
781,10165091,2
782,10165092,1
783,10165093,2
784,10165094,1
785,10165095,2
786,10165096,3
787,10165097,1
788,10165098,2
789,10165099,1
790,10165100,1
791,10165101,3
792,10165102,1
793,10165103,3
794,10165104,2
795,10165105,2
796,10165106,3
797,10165107,1
798,10165108,3
799,10165109,1
800,10165110,2
801,10165111,1
802,10165112,2
803,10165113,1
804,10165114,3
805,10165115,2
806,10165116,2
807,10165117,2
808,10165118,3
809,10165119,2
810,10165120,1
811,10165121,2
812,10165122,2
813,10165123,3
814,10165124,3
815,10165125,3
816,10165126,2
817,10165127,2
818,10165128,1
819,10165129,3
820,10165130,3
821,10165131,1
822,10165132,2
823,10165133,3
824,10165134,3
825,10165135,3
826,10165136,2
827,10165137,2
828,10165138,2
829,10165139,2
830,10165140,1
831,10165141,3
832,10165142,2
833,10165143,3
834,10165144,1
835,10165145,3
836,10165146,2
837,10165147,3
838,10165148,3
839,10165149,2
840,10165150,2
841,10165151,3
842,10165152,2
843,10165153,3
844,10165154,1
845,10165155,1
846,10165156,3
847,10165157,3
848,10165158,3
849,10165159,3
850,10165160,3
851,10165161,3
852,10165162,3
853,10165163,3
854,10165164,2
855,10165165,2
856,10165166,2
857,10165167,1
858,10165168,2
859,10165169,3
860,10165170,3
861,10165171,1
862,10165172,1
863,10165173,2
864,10165174,3
865,10165175,2
866,10165176,1
867,10165177,3
868,10165178,3
869,10165179,2
870,10165180,2
871,10165181,2
872,10165182,2
873,10165183,2
874,10165184,2
875,10165185,2
876,10165186,2
877,10165187,2
878,10165188,2
879,10165189,2
880,10165190,3
881,10165191,3
882,10165192,2
883,10165193,2
884,10165194,2
885,10165195,3
886,10165196,2
887,10165197,2
888,10165198,1
889,10165199,1
890,10165200,2
891,10165201,2
892,10165202,1
893,10165203,2
894,10165204,1
895,10165205,2
896,10165206,1
897,10165207,1
898,10165208,2
899,10165209,1
900,10165210,3
901,10165211,3
902,10165212,2
903,10165213,2
904,10165214,3
905,10165215,3
906,10165216,3
907,10165217,2
908,10165218,3
909,10165219,1
910,10165220,3
911,10165221,2
912,10165222,3
913,10165223,3
914,10165224,2
915,10165225,2
916,10165226,2
917,10165227,2
918,10165228,3
919,10165229,3
920,10165230,3
921,10165231,2
922,10165232,3
923,10165233,2
924,10165234,3
925,10165235,1
926,10165236,2
927,10165237,3
928,10165238,3
929,10165239,2
930,10165240,2
931,10165241,3
932,10165242,2
933,10165243,1
934,10165244,1
935,10165245,2
936,10165246,2
937,10165247,1
938,10165248,2
939,10165249,2
940,10165250,3
941,10165251,1
942,10165252,2
943,10165253,2
944,10165254,2
945,10165255,1
946,10165256,3
947,10165257,1
948,10165258,2
949,10165259,1
950,10165260,2
951,10165261,3
952,10165262,1
953,10165263,1
954,10165264,3
955,10165265,2
956,10165266,3
957,10165267,2
958,10165268,3
959,10165269,3
960,10165270,2
961,10165271,1
962,10165272,3
963,10165273,3
964,10165274,3
965,10165275,2
966,10165276,2
967,10165277,2
968,10165278,3
969,10165279,2
970,10165280,2
971,10165281,3
972,10165282,2
973,10165283,2
974,10165284,2
975,10165285,3
976,10165286,2
977,10165287,1
978,10165288,3
979,10165289,3
980,10165290,3
981,10165291,3
982,10165292,2
983,10165293,2
984,10165294,3
985,10165295,2
986,10165296,3
987,10165297,2
988,10165298,1
989,10165299,1
990,10165300,3
991,10165301,3
992,10165302,2
993,10165303,2
994,10165304,2
995,10165305,2
996,10165306,3
997,10165307,3
998,10165308,1
999,10165309,2
1000,10165310,2
1001,10165311,1
1002,10165312,1
1003,10165313,3
1004,10165314,3
1005,10165315,2
1006,10165316,2
1007,10165317,2
1008,10165318,2
1009,10165319,2
1010,10165320,2
1011,10165321,3
1012,10165322,3
1013,10165323,3
1014,10165324,1
1015,10165325,1
1016,10165326,3
1017,10165327,2
1018,10165328,3
1019,10165329,1
1020,10165330,3
1021,10165331,3
1022,10165332,2
1023,10165333,2
1024,10165334,1
1025,10165335,3
1026,10165336,2
1027,10165337,1
1028,10165338,2
1029,10165339,3
1030,10165340,3
1031,10165341,1
1032,10165342,3
1033,10165343,3
1034,10165344,2
1035,10165345,3
1036,10165346,2
1037,10165347,2
1038,10165348,1
1039,10165349,1
1040,10165350,1
1041,10165351,2
1042,10165352,3
1043,10165353,2
1044,10165354,3
1045,10165355,2
1046,10165356,3
1047,10165357,3
1048,10165358,3
1049,10165359,3
1050,10165360,2
1051,10165361,3
1052,10165362,3
1053,10165363,1
1054,10165364,2
1055,10165365,3
1056,10165366,2
1057,10165367,1
1058,10165368,1
1059,10165369,3
1060,10165370,1
1061,10165371,2
1062,10165372,2
1063,10165373,3
1064,10165374,3
1065,10165375,3
1066,10165376,3
1067,10165377,2
1068,10165378,2
1069,10165379,3
1070,10165380,2
1071,10165381,2
1072,10165382,3
1073,10165383,3
1074,10165384,2
1075,10165385,3
1076,10165386,3
1077,10165387,1
1078,10165388,2
1079,10165389,1
1080,10165390,1
1081,10165391,3
1082,10165392,2
1083,10165393,3
1084,10165394,3
1085,10165395,1
1086,10165396,1
1087,10165397,2
1088,10165398,3
1089,10165399,1
1090,10165400,3
1091,10165401,1
1092,10165402,3
1093,10165403,2
1094,10165404,2
1095,10165405,1
1096,10165406,2
1097,10165407,2
1098,10165408,2
1099,10165409,3
1100,10165410,2
1101,10165411,1
1102,10165412,3
1103,10165413,2
1104,10165414,3
1105,10165415,2
1106,10165416,3
1107,10165417,1
1108,10165418,2
1109,10165419,1
1110,10165420,2
1111,10165421,2
1112,10165422,2
1113,10165423,3
1114,10165424,1
1115,10165425,3
1116,10165426,2
1117,10165427,2
1118,10165428,1
1119,10165429,2
1120,10165430,1
1121,10165431,1
1122,10165432,3
1123,10165433,2
1124,10165434,3
1125,10165435,1
1126,10165436,3
1127,10165437,3
1128,10165438,2
1129,10165439,1
1130,10165440,1
1131,10165441,2
1132,10165442,2
1133,10165443,2
1134,10165444,3
1135,10165445,2
1136,10165446,1
1137,10165447,2
1138,10165448,1
1139,10165449,1
1140,10165450,2
1141,10165451,1
1142,10165452,2
1143,10165453,1
1144,10165454,3
1145,10165455,3
1146,10165456,3
1147,10165457,3
1148,10165458,3
1149,10165459,3
1150,10165460,2
1151,10165461,1
1152,10165462,1
1153,10165463,3
1154,10165464,2
1155,10165465,2
1156,10165466,2
1157,10165467,1
1158,10165468,3
1159,10165469,1
1160,10165470,3
1161,10165471,2
1162,10165472,2
1163,10165473,3
1164,10165474,1
1165,10165475,1
1166,10165476,2
1167,10165477,2
1168,10165478,2
1169,10165479,2
1170,10165480,2
1171,10165481,3
1172,10165482,3
1173,10165483,1
1174,10165484,2
1175,10165485,1
1176,10165486,3
1177,10165487,3
1178,10165488,1
1179,10165489,2
1180,10165490,3
1181,10165491,2
1182,10165492,2
1183,10165493,3
1184,10165494,3
1185,10165495,2
1186,10165496,2
1187,10165497,2
1188,10165498,2
1189,10165499,3
1190,10165500,3
1191,10165501,1
1192,10165502,2
1193,10165503,3
1194,10165504,1
1195,10165505,3
1196,10165506,2
1197,10165507,3
1198,10165508,2
1199,10165509,2
1200,10165510,2
1201,10165511,2
1202,10165512,1
1203,10165513,2
1204,10165514,2
1205,10165515,3
1206,10165516,2
1207,10165517,2
1208,10165518,2
1209,10165519,3
1210,10165520,1
1211,10165521,2
1212,10165522,3
1213,10165523,1
1214,10165524,2
1215,10165525,3
1216,10165526,2
1217,10165527,2
1218,10165528,3
1219,10165529,3
1220,10165530,2
1221,10165531,2
1222,10165532,2
1223,10165533,1
1224,10165534,1
1225,10165535,3
1226,10165536,2
1227,10165537,1
1228,10165538,1
1229,10165539,3
1230,10165540,3
1231,10165541,1
1232,10165542,3
1233,10165543,2
1234,10165544,3
1235,10165545,2
1236,10165546,2
1237,10165547,2
1238,10165548,2
1239,10165549,3
1240,10165550,3
1241,10165551,3
1242,10165552,1
1243,10165553,3
1244,10165554,2
1245,10165555,3
1246,10165556,3
1247,10165557,2
1248,10165558,3
1249,10165559,3
1250,10165560,2
1251,10165561,2
1252,10165562,1
1253,10165563,3
1254,10165564,3
1255,10165565,3
1256,10165566,3
1257,10165567,2
1258,10165568,2
1259,10165569,2
1260,10165570,2
1261,10165571,3
1262,10165572,3
1263,10165573,3
1264,10165574,1
1265,10165575,2
1266,10165576,3
1267,10165577,2
1268,10165578,3
1269,10165579,3
1270,10165580,2
1271,10165581,1
1272,10165582,1
1273,10165583,1
1274,10165584,3
1275,10165585,2
1276,10165586,3
1277,10165587,3
1278,10165588,1
1279,10165589,1
1280,10165590,1
1281,10165591,2
1282,10165592,3
1283,10165593,3
1284,10165594,3
1285,10165595,3
1286,10165596,3
1287,10165597,3
1288,10165598,2
1289,10165599,2
1290,10165600,1
1291,10165601,2
1292,10165602,1
1293,10165603,1
1294,10165604,1
1295,10165605,2
1296,10165606,3
1297,10165607,2
1298,10165608,2
1299,10165609,2
1300,10165610,3
1301,10165611,2
1302,10165612,3
1303,10165613,2
1304,10165614,1
1305,10165615,3
1306,10165616,3
1307,10165617,1
1308,10165618,2
1309,10165619,1
1310,10165620,3
1311,10165621,1
1312,10165622,3
1313,10165623,3
1314,10165624,3
1315,10165625,3
1316,10165626,2
1317,10165627,2
1318,10165628,2
1319,10165629,2
1320,10165630,2
1321,10165631,1
1322,10165632,2
1323,10165633,2
1324,10165634,2
1325,10165635,2
1326,10165636,3
1327,10165637,2
1328,10165638,1
1329,10165639,2
1330,10165640,2
1331,10165641,1
1332,10165642,2
1333,10165643,2
1334,10165644,1
1335,10165645,2
1336,10165646,2
1337,10165647,2
1338,10165648,1
1339,10165649,3
1340,10165650,2
1341,10165651,3
1342,10165652,2
1343,10165653,3
1344,10165654,2
1345,10165655,2
1346,10165656,3
1347,10165657,1
1348,10165658,1
1349,10165659,3
1350,10165660,3
1351,10165661,1
1352,10165662,3
1353,10165663,2
1354,10165664,2
1355,10165665,2
1356,10165666,1
1357,10165667,2
1358,10165668,2
1359,10165669,2
1360,10165670,3
1361,10165671,2
1362,10165672,2
1363,10165673,2
1364,10165674,2
1365,10165675,3
1366,10165676,1
1367,10165677,1
1368,10165678,1
1369,10165679,2
1370,10165680,2
1371,10165681,2
1372,10165682,2
1373,10165683,2
1374,10165684,1
1375,10165685,3
1376,10165686,2
1377,10165687,1
1378,10165688,2
1379,10165689,3
1380,10165690,3
1381,10165691,1
1382,10165692,3
1383,10165693,2
1384,10165694,3
1385,10165695,2
1386,10165696,3
1387,10165697,2
1388,10165698,3
1389,10165699,1
1390,10165700,2
1391,10165701,3
1392,10165702,2
1393,10165703,2
1394,10165704,2
1395,10165705,2
1396,10165706,1
1397,10165707,2
1398,10165708,3
1399,10165709,3
1400,10165710,3
1401,10165711,2
1402,10165712,2
1403,10165713,1
1404,10165714,2
1405,10165715,1
1406,10165716,3
1407,10165717,3
1408,10165718,2
1409,10165719,2
1410,10165720,2
1411,10165721,3
1412,10165722,1
1413,10165723,3
1414,10165724,3
1415,10165725,2
1416,10165726,2
1417,10165727,3
1418,10165728,2
1419,10165729,2
1420,10165730,1
1421,10165731,1
1422,10165732,3
1423,10165733,3
1424,10165734,3
1425,10165735,3
1426,10165736,2
1427,10165737,1
1428,10165738,1
1429,10165739,3
1430,10165740,3
1431,10165741,2
1432,10165742,1
1433,10165743,2
1434,10165744,3
1435,10165745,3
1436,10165746,2
1437,10165747,2
1438,10165748,2
1439,10165749,1
1440,10165750,2
1441,10165751,2
1442,10165752,3
1443,10165753,2
1444,10165754,2
1445,10165755,2
1446,10165756,2
1447,10165757,3
1448,10165758,2
1449,10165759,2
1450,10165760,2
1451,10165761,2
1452,10165762,1
1453,10165763,1
1454,10165764,3
1455,10165765,3
1456,10165766,2
1457,10165767,3
1458,10165768,3
1459,10165769,2
1460,10165770,3
1461,10165771,3
1462,10165772,3
1463,10165773,3
1464,10165774,3
1465,10165775,2
1466,10165776,2
1467,10165777,3
1468,10165778,3
1469,10165779,1
1470,10165780,1
1471,10165781,2
1472,10165782,2
1473,10165783,3
1474,10165784,3
1475,10165785,3
1476,10165786,3
1477,10165787,3
1478,10165788,1
1479,10165789,1
1480,10165790,2
1481,10165791,2
1482,10165792,3
1483,10165793,2
1484,10165794,2
1485,10165795,2
1486,10165796,2
1487,10165797,2
1488,10165798,1
1489,10165799,1
1490,10165800,2
1491,10165801,2
1492,10165802,3
1493,10165803,3
1494,10165804,1
1495,10165805,2
1496,10165806,3
1497,10165807,2
1498,10165808,1
1499,10165809,3
1500,10165810,3
1501,10165811,1
1502,10165812,3
1503,10165813,3
1504,10165814,2
1505,10165815,3
1506,10165816,3
1507,10165817,1
1508,10165818,2
1509,10165819,2
1510,10165820,3
1511,10165821,3
1512,10165822,2
1513,10165823,1
1514,10165824,2
1515,10165825,3
1516,10165826,2
1517,10165827,3
1518,10165828,3
1519,10165829,2
1520,10165830,2
1521,10165831,2
1522,10165832,2
1523,10165833,2
1524,10165834,2
1525,10165835,3
1526,10165836,2
1527,10165837,2
1528,10165838,3
1529,10165839,1
1530,10165840,3
1531,10165841,2
1532,10165842,1
1533,10165843,2
1534,10165844,3
1535,10165845,2
1536,10165846,3
1537,10165847,1
1538,10165848,1
1539,10165849,2
1540,10165850,1
1541,10165851,2
1542,10165852,3
1543,10165853,3
1544,10165854,2
1545,10165855,2
1546,10165856,3
1547,10165857,1
1548,10165858,3
1549,10165859,2
1550,10165860,3
1551,10165861,2
1552,10165862,2
1553,10165863,3
1554,10165864,2
1555,10165865,3
1556,10165866,1
1557,10165867,1
1558,10165868,3
1559,10165869,3
1560,10165870,3
1561,10165871,3
1562,10165872,3
1563,10165873,2
1564,10165874,2
1565,10165875,1
1566,10165876,2
1567,10165877,3
1568,10165878,2
1569,10165879,3
1570,10165880,2
1571,10165881,2
1572,10165882,3
1573,10165883,2
1574,10165884,3
1575,10165885,3
1576,10165886,2
1577,10165887,2
1578,10165888,3
1579,10165889,3
1580,10165890,2
1581,10165891,2
1582,10165892,3
1583,10165893,1
1584,10165894,3
1585,10165895,1
1586,10165896,2
1587,10165897,3
1588,10165898,2
1589,10165899,2
1590,10165900,1
1591,10165901,2
1592,10165902,1
1593,10165903,2
1594,10165904,3
1595,10165905,3
1596,10165906,1
1597,10165907,2
1598,10165908,3
1599,10165909,3
1600,10165910,2
1601,10165911,3
1602,10165912,3
1603,10165913,3
1604,10165914,2
1605,10165915,2
1606,10165916,1
1607,10165917,2
1608,10165918,2
1609,10165919,2
1610,10165920,3
1611,10165921,2
1612,10165922,3
1613,10165923,2
1614,10165924,2
1615,10165925,2
1616,10165926,2
1617,10165927,3
1618,10165928,2
1619,10165929,2
1620,10165930,2
1621,10165931,1
1622,10165932,1
1623,10165933,3
1624,10165934,3
1625,10165935,3
1626,10165936,3
1627,10165937,1
1628,10165938,2
1629,10165939,3
1630,10165940,2
1631,10165941,1
1632,10165942,2
1633,10165943,3
1634,10165944,2
1635,10165945,1
1636,10165946,2
1637,10165947,3
1638,10165948,3
1639,10165949,2
1640,10165950,3
1641,10165951,2
1642,10165952,3
1643,10165953,3
1644,10165954,3
1645,10165955,3
1646,10165956,3
1647,10165957,3
1648,10165958,1
1649,10165959,3
1650,10165960,2
1651,10165961,3
1652,10165962,2
1653,10165963,2
1654,10165964,2
1655,10165965,2
1656,10165966,3
1657,10165967,1
1658,10165968,3
1659,10165969,1
1660,10165970,3
1661,10165971,3
1662,10165972,3
