,Loan_ID,Interest_Rate
844,10165154,3
845,10165155,1
846,10165156,3
847,10165157,1
848,10165158,3
849,10165159,3
850,10165160,3
851,10165161,2
852,10165162,2
853,10165163,2
854,10165164,2
855,10165165,3
856,10165166,2
857,10165167,2
858,10165168,3
859,10165169,3
860,10165170,3
861,10165171,2
862,10165172,1
863,10165173,3
864,10165174,2
865,10165175,2
866,10165176,1
867,10165177,2
868,10165178,3
869,10165179,1
870,10165180,2
871,10165181,3
872,10165182,3
873,10165183,2
874,10165184,2
875,10165185,3
876,10165186,2
877,10165187,3
878,10165188,3
879,10165189,2
880,10165190,1
881,10165191,3
882,10165192,1
883,10165193,3
884,10165194,2
885,10165195,3
886,10165196,2
887,10165197,2
888,10165198,2
889,10165199,2
890,10165200,2
891,10165201,1
892,10165202,2
893,10165203,2
894,10165204,1
895,10165205,2
896,10165206,2
897,10165207,1
898,10165208,2
899,10165209,1
900,10165210,3
901,10165211,3
902,10165212,2
903,10165213,3
904,10165214,3
905,10165215,3
906,10165216,3
907,10165217,1
908,10165218,3
909,10165219,2
910,10165220,3
911,10165221,2
912,10165222,3
913,10165223,3
914,10165224,2
915,10165225,2
916,10165226,2
917,10165227,2
918,10165228,2
919,10165229,3
920,10165230,2
921,10165231,2
922,10165232,2
923,10165233,3
924,10165234,2
925,10165235,2
926,10165236,2
927,10165237,3
928,10165238,2
929,10165239,3
930,10165240,3
931,10165241,3
932,10165242,2
933,10165243,2
934,10165244,1
935,10165245,2
936,10165246,2
937,10165247,2
938,10165248,2
939,10165249,3
940,10165250,2
941,10165251,2
942,10165252,1
943,10165253,2
944,10165254,3
945,10165255,2
946,10165256,2
947,10165257,2
948,10165258,3
949,10165259,2
950,10165260,2
951,10165261,3
952,10165262,1
953,10165263,3
954,10165264,2
955,10165265,2
956,10165266,3
957,10165267,2
958,10165268,2
959,10165269,3
960,10165270,2
961,10165271,2
962,10165272,2
963,10165273,3
964,10165274,2
965,10165275,2
966,10165276,3
967,10165277,2
968,10165278,3
969,10165279,2
970,10165280,2
971,10165281,2
972,10165282,3
973,10165283,3
974,10165284,3
975,10165285,2
976,10165286,3
977,10165287,3
978,10165288,3
979,10165289,1
980,10165290,1
981,10165291,3
982,10165292,3
983,10165293,2
984,10165294,3
985,10165295,2
986,10165296,2
987,10165297,1
988,10165298,2
989,10165299,1
990,10165300,3
991,10165301,3
992,10165302,2
993,10165303,2
994,10165304,3
995,10165305,3
996,10165306,3
997,10165307,3
998,10165308,1
999,10165309,2
1000,10165310,1
1001,10165311,2
1002,10165312,1
1003,10165313,2
1004,10165314,1
1005,10165315,2
1006,10165316,3
1007,10165317,2
1008,10165318,2
1009,10165319,2
1010,10165320,3
1011,10165321,1
1012,10165322,1
1013,10165323,3
1014,10165324,2
1015,10165325,1
1016,10165326,3
1017,10165327,2
1018,10165328,3
1019,10165329,1
1020,10165330,2
1021,10165331,2
1022,10165332,3
1023,10165333,2
1024,10165334,2
1025,10165335,2
1026,10165336,2
1027,10165337,1
1028,10165338,2
1029,10165339,2
1030,10165340,3
1031,10165341,2
1032,10165342,2
1033,10165343,2
1034,10165344,3
1035,10165345,2
1036,10165346,3
1037,10165347,3
1038,10165348,1
1039,10165349,3
1040,10165350,3
1041,10165351,2
1042,10165352,2
1043,10165353,2
1044,10165354,1
1045,10165355,3
1046,10165356,2
1047,10165357,3
1048,10165358,3
1049,10165359,3
1050,10165360,2
1051,10165361,2
1052,10165362,1
1053,10165363,1
1054,10165364,1
1055,10165365,3
1056,10165366,2
1057,10165367,2
1058,10165368,1
1059,10165369,2
1060,10165370,1
1061,10165371,3
1062,10165372,3
1063,10165373,2
1064,10165374,2
1065,10165375,2
1066,10165376,3
1067,10165377,3
1068,10165378,1
1069,10165379,2
1070,10165380,3
1071,10165381,2
1072,10165382,2
1073,10165383,2
1074,10165384,2
1075,10165385,3
1076,10165386,2
1077,10165387,3
1078,10165388,3
1079,10165389,1
1080,10165390,1
1081,10165391,3
1082,10165392,2
1083,10165393,2
1084,10165394,2
1085,10165395,1
1086,10165396,2
1087,10165397,2
1088,10165398,2
1089,10165399,3
1090,10165400,1
1091,10165401,1
1092,10165402,3
1093,10165403,2
1094,10165404,1
1095,10165405,2
1096,10165406,1
1097,10165407,2
1098,10165408,2
1099,10165409,3
1100,10165410,2
1101,10165411,3
1102,10165412,3
1103,10165413,1
1104,10165414,2
1105,10165415,2
1106,10165416,2
1107,10165417,2
1108,10165418,2
1109,10165419,2
1110,10165420,3
1111,10165421,2
1112,10165422,2
1113,10165423,1
1114,10165424,1
1115,10165425,3
1116,10165426,3
1117,10165427,2
1118,10165428,3
1119,10165429,2
1120,10165430,3
1121,10165431,1
1122,10165432,3
1123,10165433,3
1124,10165434,3
1125,10165435,2
1126,10165436,2
1127,10165437,3
1128,10165438,3
1129,10165439,1
1130,10165440,2
1131,10165441,2
1132,10165442,2
1133,10165443,1
1134,10165444,2
1135,10165445,3
1136,10165446,1
1137,10165447,3
1138,10165448,2
1139,10165449,1
1140,10165450,2
1141,10165451,3
1142,10165452,2
1143,10165453,2
1144,10165454,3
1145,10165455,2
1146,10165456,2
1147,10165457,3
1148,10165458,3
1149,10165459,2
1150,10165460,2
1151,10165461,3
1152,10165462,2
1153,10165463,3
1154,10165464,1
1155,10165465,1
1156,10165466,2
1157,10165467,2
1158,10165468,2
1159,10165469,2
1160,10165470,2
1161,10165471,2
1162,10165472,1
1163,10165473,2
1164,10165474,1
1165,10165475,3
1166,10165476,3
1167,10165477,2
1168,10165478,3
1169,10165479,2
1170,10165480,1
1171,10165481,3
1172,10165482,3
1173,10165483,2
1174,10165484,3
1175,10165485,2
1176,10165486,2
1177,10165487,1
1178,10165488,3
1179,10165489,3
1180,10165490,3
1181,10165491,2
1182,10165492,2
1183,10165493,2
1184,10165494,3
1185,10165495,1
1186,10165496,3
1187,10165497,2
1188,10165498,2
1189,10165499,1
1190,10165500,3
1191,10165501,2
1192,10165502,1
1193,10165503,1
1194,10165504,1
1195,10165505,2
1196,10165506,2
1197,10165507,3
1198,10165508,2
1199,10165509,2
1200,10165510,2
1201,10165511,1
1202,10165512,1
1203,10165513,2
1204,10165514,2
1205,10165515,1
1206,10165516,1
1207,10165517,3
1208,10165518,3
1209,10165519,2
1210,10165520,2
1211,10165521,2
1212,10165522,2
1213,10165523,1
1214,10165524,1
1215,10165525,2
1216,10165526,3
1217,10165527,2
1218,10165528,3
1219,10165529,3
1220,10165530,3
1221,10165531,3
1222,10165532,3
1223,10165533,2
1224,10165534,1
1225,10165535,3
1226,10165536,3
1227,10165537,2
1228,10165538,3
1229,10165539,2
1230,10165540,2
1231,10165541,2
1232,10165542,3
1233,10165543,2
1234,10165544,2
1235,10165545,2
1236,10165546,2
1237,10165547,2
1238,10165548,2
1239,10165549,3
1240,10165550,3
1241,10165551,2
1242,10165552,1
1243,10165553,2
1244,10165554,2
1245,10165555,2
1246,10165556,2
1247,10165557,2
1248,10165558,3
1249,10165559,3
1250,10165560,2
1251,10165561,1
1252,10165562,3
1253,10165563,3
1254,10165564,3
1255,10165565,1
1256,10165566,3
1257,10165567,2
1258,10165568,2
1259,10165569,2
1260,10165570,2
1261,10165571,3
1262,10165572,2
1263,10165573,3
1264,10165574,1
1265,10165575,2
1266,10165576,3
1267,10165577,3
1268,10165578,2
1269,10165579,3
1270,10165580,3
1271,10165581,2
1272,10165582,2
1273,10165583,2
1274,10165584,2
1275,10165585,2
1276,10165586,2
1277,10165587,3
1278,10165588,3
1279,10165589,1
1280,10165590,1
1281,10165591,2
1282,10165592,2
1283,10165593,2
1284,10165594,1
1285,10165595,3
1286,10165596,2
1287,10165597,2
1288,10165598,1
1289,10165599,2
1290,10165600,3
1291,10165601,1
1292,10165602,1
1293,10165603,1
1294,10165604,1
1295,10165605,1
1296,10165606,3
1297,10165607,1
1298,10165608,3
1299,10165609,1
1300,10165610,3
1301,10165611,2
1302,10165612,3
1303,10165613,2
1304,10165614,2
1305,10165615,1
1306,10165616,2
1307,10165617,3
1308,10165618,2
1309,10165619,2
1310,10165620,3
1311,10165621,1
1312,10165622,2
1313,10165623,1
1314,10165624,2
1315,10165625,3
1316,10165626,3
1317,10165627,3
1318,10165628,2
1319,10165629,2
1320,10165630,2
1321,10165631,2
1322,10165632,2
1323,10165633,2
1324,10165634,3
1325,10165635,3
1326,10165636,2
1327,10165637,2
1328,10165638,1
1329,10165639,2
1330,10165640,2
1331,10165641,2
1332,10165642,1
1333,10165643,3
1334,10165644,2
1335,10165645,2
1336,10165646,3
1337,10165647,3
1338,10165648,1
1339,10165649,2
1340,10165650,3
1341,10165651,3
1342,10165652,3
1343,10165653,3
1344,10165654,3
1345,10165655,2
1346,10165656,3
1347,10165657,2
1348,10165658,2
1349,10165659,2
1350,10165660,2
1351,10165661,1
1352,10165662,2
1353,10165663,3
1354,10165664,2
1355,10165665,1
1356,10165666,3
1357,10165667,2
1358,10165668,1
1359,10165669,2
1360,10165670,3
1361,10165671,2
1362,10165672,1
1363,10165673,2
1364,10165674,3
1365,10165675,3
1366,10165676,2
1367,10165677,1
1368,10165678,3
1369,10165679,2
1370,10165680,3
1371,10165681,2
1372,10165682,3
1373,10165683,3
1374,10165684,1
1375,10165685,3
1376,10165686,2
1377,10165687,2
1378,10165688,2
1379,10165689,2
1380,10165690,2
1381,10165691,2
1382,10165692,3
1383,10165693,3
1384,10165694,3
1385,10165695,1
1386,10165696,2
1387,10165697,3
1388,10165698,3
1389,10165699,2
1390,10165700,3
1391,10165701,3
1392,10165702,1
1393,10165703,2
1394,10165704,3
1395,10165705,2
1396,10165706,3
1397,10165707,2
1398,10165708,3
1399,10165709,3
1400,10165710,2
1401,10165711,2
1402,10165712,3
1403,10165713,2
1404,10165714,3
1405,10165715,2
1406,10165716,2
1407,10165717,3
1408,10165718,3
1409,10165719,2
1410,10165720,2
1411,10165721,3
1412,10165722,1
1413,10165723,2
1414,10165724,2
1415,10165725,2
1416,10165726,3
1417,10165727,3
1418,10165728,3
1419,10165729,3
1420,10165730,1
1421,10165731,2
1422,10165732,3
1423,10165733,2
1424,10165734,2
1425,10165735,2
1426,10165736,1
1427,10165737,2
1428,10165738,1
1429,10165739,3
1430,10165740,2
1431,10165741,2
1432,10165742,1
1433,10165743,2
1434,10165744,2
1435,10165745,2
1436,10165746,2
1437,10165747,1
1438,10165748,2
1439,10165749,3
1440,10165750,2
1441,10165751,3
1442,10165752,2
1443,10165753,1
1444,10165754,3
1445,10165755,2
1446,10165756,3
1447,10165757,3
1448,10165758,1
1449,10165759,3
1450,10165760,2
1451,10165761,2
1452,10165762,2
1453,10165763,2
1454,10165764,2
1455,10165765,3
1456,10165766,2
1457,10165767,2
1458,10165768,3
1459,10165769,1
1460,10165770,3
1461,10165771,2
1462,10165772,2
1463,10165773,2
1464,10165774,3
1465,10165775,3
1466,10165776,1
1467,10165777,3
1468,10165778,2
1469,10165779,2
1470,10165780,2
1471,10165781,1
1472,10165782,2
1473,10165783,3
1474,10165784,3
1475,10165785,2
1476,10165786,2
1477,10165787,3
1478,10165788,1
1479,10165789,2
1480,10165790,3
1481,10165791,3
1482,10165792,2
1483,10165793,3
1484,10165794,1
1485,10165795,2
1486,10165796,2
1487,10165797,2
1488,10165798,1
1489,10165799,2
1490,10165800,2
1491,10165801,3
1492,10165802,3
1493,10165803,3
1494,10165804,1
1495,10165805,2
1496,10165806,2
1497,10165807,1
1498,10165808,3
1499,10165809,2
1500,10165810,3
1501,10165811,3
1502,10165812,3
1503,10165813,3
1504,10165814,3
1505,10165815,3
1506,10165816,2
1507,10165817,2
1508,10165818,1
1509,10165819,2
1510,10165820,3
1511,10165821,3
1512,10165822,2
1513,10165823,2
1514,10165824,2
1515,10165825,3
1516,10165826,2
1517,10165827,3
1518,10165828,3
1519,10165829,2
1520,10165830,2
1521,10165831,2
1522,10165832,1
1523,10165833,3
1524,10165834,2
1525,10165835,1
1526,10165836,3
1527,10165837,2
1528,10165838,2
1529,10165839,3
1530,10165840,3
1531,10165841,3
1532,10165842,2
1533,10165843,2
1534,10165844,3
1535,10165845,1
1536,10165846,1
1537,10165847,2
1538,10165848,1
1539,10165849,2
1540,10165850,2
1541,10165851,3
1542,10165852,3
1543,10165853,2
1544,10165854,3
1545,10165855,3
1546,10165856,2
1547,10165857,1
1548,10165858,3
1549,10165859,2
1550,10165860,3
1551,10165861,2
1552,10165862,2
1553,10165863,2
1554,10165864,3
1555,10165865,1
1556,10165866,3
1557,10165867,3
1558,10165868,3
1559,10165869,2
1560,10165870,2
1561,10165871,3
1562,10165872,3
1563,10165873,2
1564,10165874,2
1565,10165875,2
1566,10165876,2
1567,10165877,3
1568,10165878,3
1569,10165879,2
1570,10165880,2
1571,10165881,2
1572,10165882,2
1573,10165883,2
1574,10165884,2
1575,10165885,3
1576,10165886,2
1577,10165887,2
1578,10165888,3
1579,10165889,1
1580,10165890,2
1581,10165891,2
1582,10165892,2
1583,10165893,2
1584,10165894,2
1585,10165895,3
1586,10165896,3
1587,10165897,2
1588,10165898,2
1589,10165899,2
1590,10165900,3
1591,10165901,3
1592,10165902,2
1593,10165903,3
1594,10165904,3
1595,10165905,3
1596,10165906,2
1597,10165907,3
1598,10165908,2
1599,10165909,2
1600,10165910,2
1601,10165911,2
1602,10165912,2
1603,10165913,2
1604,10165914,3
1605,10165915,2
1606,10165916,2
1607,10165917,2
1608,10165918,3
1609,10165919,2
1610,10165920,2
1611,10165921,2
1612,10165922,3
1613,10165923,2
1614,10165924,1
1615,10165925,1
1616,10165926,3
1617,10165927,2
1618,10165928,1
1619,10165929,2
1620,10165930,2
1621,10165931,2
1622,10165932,2
1623,10165933,2
1624,10165934,3
1625,10165935,3
1626,10165936,2
1627,10165937,2
1628,10165938,3
1629,10165939,2
1630,10165940,3
1631,10165941,2
1632,10165942,3
1633,10165943,3
1634,10165944,2
1635,10165945,3
1636,10165946,3
1637,10165947,2
1638,10165948,2
1639,10165949,1
1640,10165950,3
1641,10165951,2
1642,10165952,3
1643,10165953,2
1644,10165954,3
1645,10165955,3
1646,10165956,2
1647,10165957,3
1648,10165958,2
1649,10165959,3
1650,10165960,2
1651,10165961,2
1652,10165962,2
1653,10165963,2
1654,10165964,3
1655,10165965,1
1656,10165966,3
1657,10165967,2
1658,10165968,3
1659,10165969,3
1660,10165970,2
1661,10165971,3
1662,10165972,3
